發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
106,7,19,8,15,1,08士林區,士林區仰德大道3段與新安路口,4,,11,1,A12,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,41.0,1.0,,,,,,,,,,,,,,,,,
106,7,19,8,15,1,08士林區,士林區仰德大道3段與新安路口,4,,11,2,B03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,51.0,1.0,,,,,,,,,,,,,,,,,
106,7,19,8,15,1,08士林區,士林區仰德大道3段與新安路口,4,,11,12,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,43.0,1.0,,,,,,,,,,,,,,,,,
106,7,19,8,15,1,08士林區,士林區仰德大道3段與新安路口,4,,11,13,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,2,24.0,1.0,,,,,,,,,,,,,,,,,
106,8,30,6,30,1,08士林區,士林區基河路與無名巷口(兒童樂園旁),1,,0,2,C03,8.0,,,40,3.0,1.0,,,,,,,,,,,,,2,60.0,1.0,,,,,,,,,,,,,,,,,
106,11,2,10,2,1,08士林區,士林區百齡橋與承德路5段口西向東下承德路引道,1,,0,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,57.0,1.0,,,,,,,,,,,,,,,,,
106,11,7,13,54,1,08士林區,士林區中山北路4段67號斜對面,1,,0,2,H01,8.0,,,50,14.0,7.0,,,,,,,,,,,,,1,88.0,1.0,,,,,,,,,,,,,,,,,
106,11,29,1,59,1,08士林區,士林區中正路與文林路口,1,,1,3,H02,8.0,,,0,4.0,4.0,,,,,,,,,,,,,2,28.0,1.0,,,,,,,,,,,,,,,,,
106,12,26,0,21,1,08士林區,士林區仰德大道1段上山方向A08燈桿,1,,0,1,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
106,1,12,2,25,1,09北投區,北投區大業路527巷第Y09號燈桿,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,58.0,1.0,,,,,,,,,,,,,,,,,
106,4,15,0,6,1,09北投區,北投區陽金公路002燈桿,1,,0,1,C02,7.0,,,40,14.0,9.0,,,,,,,,,,,,,1,41.0,1.0,,,,,,,,,,,,,,,,,
106,6,17,4,54,1,09北投區,北投區中央北路4段與學園路口,1,,1,2,H01,6.0,,,50,3.0,1.0,,,,,,,,,,,,,2,86.0,1.0,,,,,,,,,,,,,,,,,
106,7,15,8,21,1,09北投區,北投區石牌路2段與裕民一路口,1,,0,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,77.0,1.0,,,,,,,,,,,,,,,,,
106,10,29,3,27,1,09北投區,北投區承德路6段004號燈桿往北投,1,,0,1,C03,6.0,,,0,14.0,8.0,,,,,,,,,,,,,1,60.0,1.0,,,,,,,,,,,,,,,,,
106,4,13,21,34,1,10文山區,文山區辛亥路6段90號,1,,0,2,H01,6.0,,,50,14.0,9.0,,,,,,,,,,,,,1,54.0,1.0,,,,,,,,,,,,,,,,,
106,1,13,18,1,1,10文山區,文山區興隆路3段163巷3號,1,,0,2,H01,6.0,,,50,14.0,7.0,,,,,,,,,,,,,2,54.0,1.0,,,,,,,,,,,,,,,,,
106,1,4,14,20,1,12內湖區,內湖區行忠路與民權東路6段46巷口,1,,0,1,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,39.0,1.0,,,,,,,,,,,,,,,,,
106,4,26,6,29,1,12內湖區,內湖區安康路228巷與潭美街口,1,,0,2,C03,8.0,,,40,3.0,1.0,,,,,,,,,,,,,1,17.0,1.0,,,,,,,,,,,,,,,,,
106,3,8,18,42,1,12內湖區,內湖區安康路與永保街口口,1,,0,2,C03,6.0,,,40,3.0,1.0,,,,,,,,,,,,,1,48.0,1.0,,,,,,,,,,,,,,,,,
106,7,8,21,12,1,12內湖區,內湖區民權大橋上橋處(東向西),1,,1,2,C03,6.0,,,50,14.0,11.0,,,,,,,,,,,,,1,38.0,1.0,,,,,,,,,,,,,,,,,
106,10,27,20,43,1,12內湖區,內湖區民權大橋西向東,1,,2,2,F01,8.0,,,40,14.0,11.0,,,,,,,,,,,,,1,52.0,1.0,,,,,,,,,,,,,,,,,
106,12,2,20,6,1,12內湖區,內湖區內湖路3段59巷與金龍路口口,2,,0,2,H01,6.0,,,50,3.0,1.0,,,,,,,,,,,,,1,74.0,1.0,,,,,,,,,,,,,,,,,
106,12,2,20,6,1,12內湖區,內湖區內湖路3段59巷與金龍路口口,2,,0,3,H01,6.0,,,50,3.0,1.0,,,,,,,,,,,,,1,3.0,1.0,,,,,,,,,,,,,,,,,
106,7,7,11,58,1,11南港區,南港區研究院路2段12巷58弄與研究院路2段12巷口,1,,1,1,C03,8.0,,,30,4.0,1.0,,,,,,,,,,,,,1,70.0,1.0,,,,,,,,,,,,,,,,,
106,6,22,11,50,1,11南港區,南港區南港路1段360號,1,,0,3,F01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,53.0,1.0,,,,,,,,,,,,,,,,,
106,7,25,6,0,1,11南港區,南港區忠孝東路6段159巷與忠孝東路6段口,1,,0,1,F01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,86.0,1.0,,,,,,,,,,,,,,,,,
106,1,30,17,56,1,07信義區,信義區福德街231號前,1,,1,2,H01,6.0,,,50,14.0,9.0,,,,,,,,,,,,,1,91.0,1.0,,,,,,,,,,,,,,,,,
106,4,11,10,54,1,07信義區,信義區松隆路300號,1,,0,2,H01,6.0,,,50,14.0,9.0,,,,,,,,,,,,,2,90.0,1.0,,,,,,,,,,,,,,,,,
106,9,7,6,7,1,07信義區,信義區信義路5段與松仁路口口,1,,1,3,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,2,70.0,1.0,,,,,,,,,,,,,,,,,
