發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
1278,110,1,8,7,10,2,05中正區,中正區和平西路2段104巷與和平西路2段口,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,3,4,5,2,17,1,63.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,44,1.0,22.0,9.0,121.5082668,25.030974
1279,110,1,8,7,10,2,05中正區,中正區和平西路2段104巷與和平西路2段口,0,0,1,3,B11,6,1,5,50,14,9,1,4,4,5,7,4,4,3,4,5,2,17,3,,,,,,,,,,,,,67.0,44,1.0,,,121.5082668,25.030974
1306,110,1,8,8,24,2,05中正區,中正區中華路2段303巷與中華路2段口,0,0,2,1,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,1,58.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,,8.0,8,1.0,22.0,9.0,121.5048546,25.02923553
1307,110,1,8,8,24,2,05中正區,中正區中華路2段303巷與中華路2段口,0,0,2,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,1,35.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,8,1.0,22.0,9.0,121.5048546,25.02923553
1313,110,1,8,8,40,2,05中正區,中正區北平東路與林森北路口,0,0,1,1,C03,6,1,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,17,1,42.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,10.0,2.0,15.0,,10.0,10,1.0,22.0,1.0,121.523806,25.0463495
1315,110,1,8,8,40,2,05中正區,中正區北平東路與林森北路口,0,0,1,2,C03,6,1,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,17,1,37.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,15.0,,44.0,10,1.0,2.0,1.0,121.523806,25.0463495
1320,110,1,8,9,6,2,05中正區,中正區市民大道1段台北車站北側門,0,0,2,1,C03,6,1,5,40,14,9,1,4,4,5,7,4,4,1,4,1,2,16,2,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,23.0,23,1.0,22.0,9.0,121.5168984,25.04855413
1321,110,1,8,9,6,2,05中正區,中正區市民大道1段台北車站北側門,0,0,2,2,C03,6,1,5,40,14,9,1,4,4,5,7,4,4,1,4,1,2,16,2,35.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5168984,25.04855413
1322,110,1,8,9,6,2,05中正區,中正區市民大道1段台北車站北側門,0,0,2,3,C03,6,1,5,40,14,9,1,4,4,5,7,4,4,1,4,1,2,16,1,43.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,23,1.0,22.0,9.0,121.5168984,25.04855413
1339,110,1,8,10,10,2,05中正區,中正區延平南路156號,0,0,1,1,B12,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,41.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,4.0,,10.0,10,1.0,22.0,9.0,121.5085126,25.03821118
1340,110,1,8,10,10,2,05中正區,中正區延平南路156號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,21.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,10,1.0,22.0,9.0,121.5085126,25.03821118
1417,110,1,8,17,51,2,05中正區,中正區濟南路1段成功高中,0,0,1,1,B03,7,3,5,50,14,9,1,5,4,5,7,4,4,5,2,5,2,12,1,51.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,4.0,,8.0,8,1.0,22.0,9.0,121.5229324,25.04236736
1418,110,1,8,17,51,2,05中正區,中正區濟南路1段成功高中,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,4,4,5,2,5,2,12,1,42.0,2.0,7.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,11.0,,44.0,8,1.0,22.0,9.0,121.5229324,25.04236736
1427,110,1,8,18,50,2,05中正區,中正區襄陽路19號,0,0,1,1,A02,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,9,1,47.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,15.0,,43.0,43,1.0,22.0,9.0,121.5154997,25.04345903
1429,110,1,8,18,50,2,05中正區,中正區襄陽路19號,0,0,1,2,H02,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,9,2,53.0,2.0,2.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5154997,25.04345903
1435,110,1,8,19,46,2,05中正區,中正區市民大道1段北3門前,0,0,1,1,B02,7,3,5,40,14,9,1,5,4,4,7,4,4,1,4,1,2,12,1,26.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,8.0,2.0,4.0,,7.0,7,1.0,22.0,9.0,121.516718,25.04856735
1436,110,1,8,19,46,2,05中正區,中正區市民大道1段北3門前,0,0,1,2,C03,7,3,5,40,14,9,1,5,4,4,7,4,4,1,4,1,2,12,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,7,1.0,22.0,9.0,121.516718,25.04856735
1437,110,1,8,19,46,2,05中正區,中正區市民大道1段北3門前,0,0,1,3,C03,7,3,5,40,14,9,1,5,4,4,7,4,4,1,4,1,2,12,2,42.0,3.0,10.0,3.0,1.0,7.0,9.0,1.0,10.0,11.0,15.0,,42.0,7,1.0,22.0,9.0,121.516718,25.04856735
1475,110,1,9,4,39,2,05中正區,中正區和平西路1段與晉江街口,0,0,2,1,F01,7,3,5,50,5,1,1,5,4,5,7,1,1,1,4,4,2,16,2,49.0,2.0,1.0,4.0,5.0,7.0,11.0,8.0,20.0,2.0,16.0,,25.0,25,1.0,22.0,9.0,121.5209607,25.02685184
1476,110,1,9,4,39,2,05中正區,中正區和平西路1段與晉江街口,0,0,2,2,C03,7,3,5,50,5,1,1,5,4,5,7,1,1,1,4,4,2,16,1,75.0,2.0,6.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,25,1.0,22.0,9.0,121.5209607,25.02685184
1484,110,1,9,8,33,2,05中正區,中正區羅斯福路3段92號,0,0,1,1,B01,7,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,17,1,60.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,4.0,2.0,15.0,,7.0,7,1.0,22.0,9.0,121.5269369,25.0217657
1485,110,1,9,8,33,2,05中正區,中正區羅斯福路3段92號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,17,1,43.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,13.0,7,1.0,22.0,9.0,121.5269369,25.0217657
1490,110,1,9,10,7,2,05中正區,中正區中山南路與凱達格蘭大道口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,18,1,26.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,43.0,43,1.0,22.0,5.0,121.5172976,25.03879538
1496,110,1,9,11,41,2,05中正區,中正區南陽街與許昌街口,0,0,1,1,C03,8,1,5,30,4,2,1,5,4,5,7,4,4,10,5,5,1,3,2,30.0,3.0,10.0,3.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5161024,25.04546803
1497,110,1,9,11,41,2,05中正區,中正區南陽街與許昌街口,0,0,1,2,H01,8,1,5,30,4,2,1,5,4,5,7,4,4,10,5,5,1,3,2,22.0,2.0,9.0,4.0,4.0,8.0,16.0,8.0,20.0,10.0,16.0,,51.0,23,1.0,22.0,9.0,121.5161024,25.04546803
1506,110,1,9,12,50,2,05中正區,中正區中華路1段與酉陽街口,0,0,1,1,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,10,4,1,1,13,1,35.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,16.0,16,1.0,22.0,9.0,121.5089607,25.04371635
1507,110,1,9,12,50,2,05中正區,中正區中華路1段與酉陽街口,0,0,1,2,C04,7,1,5,50,14,9,1,5,4,5,7,4,4,10,4,1,1,13,1,79.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,16,1.0,22.0,9.0,121.5089607,25.04371635
1536,110,1,9,16,20,2,05中正區,中正區忠孝東路2段46號,0,0,2,1,C03,7,1,5,50,14,9,1,5,4,1,7,4,4,1,4,5,2,28,1,35.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,9.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5282284,25.04348707
1537,110,1,9,16,20,2,05中正區,中正區忠孝東路2段46號,0,0,2,2,,7,1,5,50,14,9,1,5,4,1,7,4,4,1,4,5,2,28,3,,,,,,,,,,,,,67.0,23,1.0,,,121.5282284,25.04348707
1538,110,1,9,16,20,2,05中正區,中正區忠孝東路2段46號,0,0,2,3,H02,7,1,5,50,14,9,1,5,4,1,7,4,4,1,4,5,2,28,2,34.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5282284,25.04348707
1550,110,1,9,17,25,2,05中正區,中正區中山南路與信義路1段口,0,0,2,1,C03,7,3,5,50,5,1,1,5,4,5,7,1,1,10,4,1,1,12,1,20.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,,8.0,8,1.0,22.0,9.0,121.5179247,25.03861676
1551,110,1,9,17,25,2,05中正區,中正區中山南路與信義路1段口,0,0,2,2,B01,7,3,5,50,5,1,1,5,4,5,7,1,1,10,4,1,1,12,1,53.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,5.0,,44.0,8,1.0,22.0,9.0,121.5179247,25.03861676
1552,110,1,9,17,25,2,05中正區,中正區中山南路與信義路1段口,0,0,2,3,H03,7,3,5,50,5,1,1,5,4,5,7,1,1,10,4,1,1,12,2,19.0,2.0,9.0,4.0,5.0,8.0,20.0,8.0,20.0,10.0,16.0,,67.0,8,1.0,22.0,9.0,121.5179247,25.03861676
1557,110,1,9,17,51,2,05中正區,中正區和平西路2段與莒光路口,0,0,2,1,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,2,2,5,2,16,2,52.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,,6.0,6,1.0,22.0,9.0,121.507878,25.03133182
1558,110,1,9,17,51,2,05中正區,中正區和平西路2段與莒光路口,0,0,2,2,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,2,2,5,2,16,1,24.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,6,1.0,22.0,9.0,121.507878,25.03133182
1586,110,1,9,22,45,2,05中正區,中正區中山南路與愛國西路口,0,0,1,1,B03,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,1,53.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,2.0,,8.0,8,1.0,22.0,9.0,121.516662,25.03483448
1587,110,1,9,22,45,2,05中正區,中正區中山南路與愛國西路口,0,0,1,2,C03,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,1,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,8,1.0,22.0,9.0,121.516662,25.03483448
1588,110,1,9,22,50,2,05中正區,中正區汀州路3段與汀州路3段111巷口,0,0,1,1,B03,8,3,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,16,2,39.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,4.0,,8.0,8,1.0,22.0,9.0,121.5299533,25.01666634
1589,110,1,9,22,50,2,05中正區,中正區汀州路3段與汀州路3段111巷口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,16,1,21.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,4.0,8,1.0,22.0,9.0,121.5299533,25.01666634
1618,110,1,10,9,30,2,05中正區,中正區市民大道1段168號,0,0,1,1,B01,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,16,1,63.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,4.0,,19.0,19,1.0,22.0,9.0,121.5188416,25.04824187
1619,110,1,10,9,30,2,05中正區,中正區市民大道1段168號,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,16,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,14.0,19,1.0,22.0,9.0,121.5188416,25.04824187
1651,110,1,10,11,50,2,05中正區,中正區市民大道1段168號,0,0,2,1,B01,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,16,1,62.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,8.0,,43.0,43,1.0,22.0,9.0,121.5185458,25.04838971
1652,110,1,10,11,50,2,05中正區,中正區市民大道1段168號,0,0,2,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,16,2,21.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,43.0,43,1.0,22.0,9.0,121.5185458,25.04838971
1653,110,1,10,11,50,2,05中正區,中正區市民大道1段168號,0,0,2,3,H02,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,16,1,21.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5185458,25.04838971
1666,110,1,10,12,30,2,05中正區,中正區中山南路與青島西路口,0,0,1,1,B01,8,1,5,50,15,18,1,5,4,5,7,2,1,8,4,1,1,3,1,72.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,4.0,,15.0,15,1.0,22.0,9.0,121.5191933,25.04445582
1668,110,1,10,12,30,2,05中正區,中正區中山南路與青島西路口,0,0,1,2,H01,8,1,5,50,15,18,1,5,4,5,7,2,1,8,4,1,1,3,2,48.0,2.0,7.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5191933,25.04445582
1721,110,1,10,20,56,2,05中正區,中正區襄陽路與懷寧街口,0,0,1,1,B03,8,3,5,50,4,2,1,5,4,5,7,2,1,9,4,5,1,3,1,33.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,15.0,15,1.0,22.0,9.0,121.51427,25.04344631
1722,110,1,10,20,56,2,05中正區,中正區襄陽路與懷寧街口,0,0,1,2,H01,8,3,5,50,4,2,1,5,4,5,7,2,1,9,4,5,1,3,2,36.0,2.0,9.0,4.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.51427,25.04344631
1727,110,1,10,21,40,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,2,1,B01,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,21,1,59.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,8.0,,23.0,23,1.0,22.0,9.0,121.5215858,25.04524675
1728,110,1,10,21,40,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,2,2,,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,21,3,,,,,,,,,,,,,67.0,23,1.0,,,121.5215858,25.04524675
1729,110,1,10,21,40,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,2,3,H02,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,21,2,53.0,2.0,6.0,4.0,5.0,7.0,17.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5215858,25.04524675
1730,110,1,10,21,40,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,2,4,H02,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,21,2,47.0,2.0,1.0,4.0,5.0,7.0,17.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5215858,25.04524675
1736,110,1,10,22,30,2,05中正區,中正區忠孝東路1段85號,0,0,1,1,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,19,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5267041,25.04406667
1737,110,1,10,22,30,2,05中正區,中正區忠孝東路1段85號,0,0,1,2,,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,19,3,,,,,,,,,,,,,67.0,23,,,,121.5267041,25.04406667
1805,110,1,11,9,40,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,1,B03,6,1,5,40,4,1,1,4,4,5,7,1,1,1,4,5,1,12,1,46.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,4.0,,8.0,8,1.0,22.0,9.0,121.5241945,25.0476987
1806,110,1,11,9,40,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,2,C03,6,1,5,40,4,1,1,4,4,5,7,1,1,1,4,5,1,12,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,23.0,8,1.0,22.0,9.0,121.5241945,25.0476987
1807,110,1,11,9,40,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,3,B01,6,1,5,40,4,1,1,4,4,5,7,1,1,1,4,5,1,12,1,54.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,1.0,7.0,,44.0,8,1.0,22.0,9.0,121.5241945,25.0476987
1812,110,1,11,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,0,2,1,B01,6,1,5,50,4,2,1,4,4,5,7,1,1,1,3,5,2,17,1,62.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,4.0,11.0,15.0,,43.0,43,1.0,22.0,9.0,121.5089945,25.0441617
1813,110,1,11,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,0,2,2,A02,6,1,5,50,4,2,1,4,4,5,7,1,1,1,3,5,2,17,1,23.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,2.0,2.0,15.0,,43.0,43,1.0,22.0,9.0,121.5089945,25.0441617
1814,110,1,11,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,0,2,3,H02,6,1,5,50,4,2,1,4,4,5,7,1,1,1,3,5,2,17,2,33.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5089945,25.0441617
1815,110,1,11,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,0,2,4,H02,6,1,5,50,4,2,1,4,4,5,7,1,1,1,3,5,2,17,2,44.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5089945,25.0441617
1816,110,1,11,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,0,2,5,A02,6,1,5,50,4,2,1,4,4,5,7,1,1,1,3,5,2,17,1,46.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,2.0,11.0,15.0,,43.0,43,1.0,22.0,9.0,121.5089945,25.0441617
1819,110,1,11,10,15,2,05中正區,中正區林森南路8巷口,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,1,17,1,42.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,1.0,7.0,,26.0,26,1.0,22.0,9.0,121.5228316,25.04305683
1820,110,1,11,10,15,2,05中正區,中正區林森南路8巷口,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,1,17,1,25.0,2.0,9.0,1.0,1.0,7.0,12.0,1.0,10.0,1.0,11.0,,44.0,26,1.0,22.0,9.0,121.5228316,25.04305683
1821,110,1,11,10,25,2,05中正區,中正區福州街14號對面,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,17,2,56.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,4.0,,19.0,19,1.0,22.0,9.0,121.5186494,25.02880654
1822,110,1,11,10,25,2,05中正區,中正區福州街14號對面,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,17,2,21.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,23.0,19,1.0,22.0,9.0,121.5186494,25.02880654
1825,110,1,11,10,40,2,05中正區,中正區承德路1段與鄭州路口口,0,0,1,1,B03,6,1,5,40,4,2,1,4,4,5,7,2,1,9,4,5,1,17,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,,43.0,43,2.0,22.0,9.0,121.5162698,25.04870133
1826,110,1,11,10,40,2,05中正區,中正區承德路1段與鄭州路口口,0,0,1,2,C03,6,1,5,40,4,2,1,4,4,5,7,2,1,9,4,5,1,17,1,31.0,2.0,8.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,12.0,,16.0,43,1.0,21.0,1.0,121.5162698,25.04870133
1841,110,1,11,12,37,2,05中正區,中正區中山南路與濟南路1段口,0,0,1,1,C03,6,1,5,50,3,2,1,4,4,5,7,1,1,8,4,1,1,12,1,19.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,12.0,,9.0,9,1.0,22.0,9.0,121.5190213,25.0431828
1842,110,1,11,12,37,2,05中正區,中正區中山南路與濟南路1段口,0,0,1,2,C03,6,1,5,50,3,2,1,4,4,5,7,1,1,8,4,1,1,12,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,9,1.0,22.0,9.0,121.5190213,25.0431828
1845,110,1,11,13,0,2,05中正區,中正區和平西路1段62號前,0,0,1,1,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,2,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,16,1.0,22.0,9.0,121.519432,25.02650052
1846,110,1,11,13,0,2,05中正區,中正區和平西路1段62號前,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,2,29.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.519432,25.02650052
1847,110,1,11,13,0,2,05中正區,中正區和平西路1段62號前,0,0,1,3,B01,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,1,52.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,15.0,,38.0,16,1.0,22.0,9.0,121.519432,25.02650052
1850,110,1,11,13,32,2,05中正區,中正區濟南路1段321號,0,0,1,1,B12,6,1,5,50,14,8,1,4,4,5,7,4,4,9,5,4,2,16,1,45.0,3.0,10.0,1.0,1.0,7.0,11.0,3.0,18.0,2.0,6.0,,10.0,10,1.0,22.0,9.0,121.5256237,25.04172623
1851,110,1,11,13,32,2,05中正區,中正區濟南路1段321號,0,0,1,2,C03,6,1,5,50,14,8,1,4,4,5,7,4,4,9,5,4,2,16,2,52.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,10,1.0,22.0,9.0,121.5256237,25.04172623
1858,110,1,11,14,6,2,05中正區,中正區重慶南路1段39號,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,2,59.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,8.0,,19.0,19,1.0,22.0,9.0,121.5135937,25.04515285
1859,110,1,11,14,6,2,05中正區,中正區重慶南路1段39號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,19,1.0,22.0,9.0,121.5135937,25.04515285
1860,110,1,11,14,6,2,05中正區,中正區重慶南路1段39號,0,0,1,3,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,31.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,19,1.0,22.0,9.0,121.5135937,25.04515285
1863,110,1,11,14,22,2,05中正區,中正區林森南路與林森南路61巷口,0,0,1,1,B01,6,1,5,50,3,2,1,4,4,5,7,2,1,10,4,5,1,3,1,51.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,,15.0,15,1.0,22.0,9.0,121.5219297,25.03980436
1864,110,1,11,14,22,2,05中正區,中正區林森南路與林森南路61巷口,0,0,1,2,H01,6,1,5,50,3,2,1,4,4,5,7,2,1,10,4,5,1,3,1,58.0,2.0,8.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5219297,25.03980436
1867,110,1,11,15,53,2,05中正區,中正區羅斯福路1段與寧波東街口,0,0,1,1,C03,6,1,5,50,4,1,1,4,4,5,7,2,1,10,4,5,2,3,1,59.0,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,,25.0,25,2.0,22.0,9.0,121.5192733,25.03170754
1868,110,1,11,15,53,2,05中正區,中正區羅斯福路1段與寧波東街口,0,0,1,2,H01,6,1,5,50,4,1,1,4,4,5,7,2,1,10,4,5,2,3,2,38.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,25,1.0,22.0,9.0,121.5192733,25.03170754
1873,110,1,11,17,8,2,05中正區,中正區北平東路與中山北路1段口口,0,0,1,1,C03,6,3,5,50,14,9,1,4,4,5,7,2,1,9,4,5,1,13,1,21.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,43.0,43,1.0,21.0,1.0,121.5203119,25.04695943
1874,110,1,11,17,8,2,05中正區,中正區北平東路與中山北路1段口口,0,0,1,2,B03,6,3,5,50,14,9,1,4,4,5,7,2,1,9,4,5,1,13,1,35.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,3.0,,43.0,43,1.0,21.0,1.0,121.5203119,25.04695943
1956,110,1,11,23,25,2,05中正區,中正區博愛路115號,0,0,1,1,B01,6,3,5,50,14,9,1,4,4,5,7,1,1,9,4,5,2,3,1,66.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,2.0,8.0,,15.0,15,1.0,22.0,9.0,121.5115662,25.0423499
1957,110,1,11,23,25,2,05中正區,中正區博愛路115號,0,0,1,2,H01,6,3,5,50,14,9,1,4,4,5,7,1,1,9,4,5,2,3,2,18.0,2.0,1.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5115662,25.0423499
1978,110,1,12,7,40,2,05中正區,中正區羅斯福路3段242號,0,0,1,1,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,1,16.0,2.0,9.0,3.0,4.0,7.0,9.0,2.0,18.0,1.0,11.0,,16.0,16,1.0,22.0,9.0,121.5313362,25.01756875
